STATEFIPS,STATE,zipcode,Returns_pct1,Returns_pct2,Returns_pct3,Returns_pct4,Returns_pct5,Returns_pct6,total
21,KY,42722,48.39,25.81,12.9,12.9,0,0,310
21,KY,42724,36.53,24.66,17.81,10.05,9.59,1.37,2190
21,KY,42726,42.78,27.22,15.56,7.22,7.22,0,1800
21,KY,42728,50.33,25.42,12.88,5.69,4.68,1,5980
21,KY,42729,40,29.09,14.55,9.09,7.27,0,550
21,KY,42732,42.11,30.26,14.47,7.89,5.26,0,760
21,KY,42733,46.15,32.69,13.46,7.69,0,0,520
21,KY,42740,36.9,22.62,15.48,10.71,14.29,0,840
21,KY,42741,58.33,41.67,0,0,0,0,120
21,KY,42743,46.63,27.86,13.49,6.16,4.99,0.88,3410
21,KY,42746,49.3,26.76,14.08,7.04,2.82,0,710
21,KY,42748,40.27,26.4,15.2,8.53,8.53,1.07,3750
21,KY,42749,45.05,30.69,12.87,6.93,4.46,0,2020
21,KY,42753,50,31.82,9.09,9.09,0,0,220
21,KY,42754,44.65,27.16,13.24,7.47,6.28,1.19,5890
21,KY,42757,47.58,25,15.32,6.45,5.65,0,1240
21,KY,42762,52.94,23.53,23.53,0,0,0,170
21,KY,42764,39.13,34.78,13.04,13.04,0,0,230
21,KY,42765,43.83,31.06,12.34,6.81,5.96,0,2350
21,KY,42776,38.74,27.03,16.22,9.91,8.11,0,1110
21,KY,42782,43.24,29.73,16.22,5.41,5.41,0,370
21,KY,42784,44.14,25.23,15.32,9.01,6.31,0,1110
21,KY,42788,33.33,33.33,16.67,16.67,0,0,120
34,NJ,7001,29.9,22.5,16.55,13.21,15.97,1.89,6890
34,NJ,7002,35.31,24.7,15.95,9.41,12.15,2.49,31780
34,NJ,7003,29.26,23.73,17.37,10.89,15.26,3.49,26080
34,NJ,7004,25.94,15.96,12.22,10.97,22.94,11.97,4010
34,NJ,7005,26.64,17.05,13.13,9.85,20.83,12.5,7920
34,NJ,7006,22.73,13.97,12.08,9.08,23.84,18.31,12670
34,NJ,7008,38.92,25.17,15.5,9,10.42,1,12000
34,NJ,7009,23.16,14.52,12.72,10.6,25.61,13.38,6130
34,NJ,7010,34.68,20.59,14.26,9.28,14.94,6.24,11850
34,NJ,7011,42.86,28.52,13.69,7.19,6.99,0.75,20020
34,NJ,7012,24.54,20.4,18.1,12.42,19.17,5.37,6520
34,NJ,7013,27.63,20.11,15.53,11.35,19.63,5.75,14620
34,NJ,7014,26.18,21.09,15.64,12.73,19.27,5.09,2750
34,NJ,7016,23.43,13.13,11.76,9.96,25.92,15.79,11650
34,NJ,7017,45.2,31.06,13.49,5.58,4.32,0.36,16680
34,NJ,7018,46.72,30.53,12.98,5.57,3.89,0.31,13100
34,NJ,7020,19.74,14.03,13.7,10.77,24.96,16.8,6130
34,NJ,7021,20.91,8.18,8.18,6.36,18.18,38.18,1100
34,NJ,7022,47.27,24.44,12.86,6.91,7.23,1.29,6220
34,NJ,7023,22.71,11.63,10.53,8.59,29.64,16.9,3610
34,NJ,7024,25.99,17.59,14.84,11.57,20.18,9.83,18930
34,NJ,7026,40.69,28.37,15.79,7.4,7.01,0.72,15260
34,NJ,7027,25.76,18.34,17.03,13.1,20.52,5.24,2290
34,NJ,7028,20.53,8.21,8.21,7.62,21.11,34.31,3410
34,NJ,7029,38.4,25.93,14.88,8.53,10.5,1.75,9140
34,NJ,7030,12.6,13.53,18.14,13.49,21.86,20.38,29050
34,NJ,7031,27.54,22.58,17.51,11.47,17.87,3.02,8280
34,NJ,7032,38.4,25.74,14.94,9,10.12,1.8,18880
34,NJ,7033,28.95,20.57,15.31,11,20.33,3.83,4180
34,NJ,7034,26.2,20.37,19.33,13.93,17.67,2.49,4810
34,NJ,7035,25.09,18.73,16.55,13.27,21.09,5.27,5500
34,NJ,7036,35.33,26.98,16.66,9.6,10.18,1.25,22390
34,NJ,7039,22.52,10.19,9.05,7.91,23.24,27.08,14030
34,NJ,7040,25.45,15.46,11.61,8.88,18.87,19.73,11710
34,NJ,7041,22.82,13.51,9.61,7.81,19.82,26.43,3330
34,NJ,7042,25.41,17.92,14.92,9.45,16.64,15.67,13340
34,NJ,7043,20.07,8.96,7.71,7.17,21.33,34.77,5580
34,NJ,7044,20.94,13.82,12.68,10.4,25.5,16.67,7020
34,NJ,7045,24.52,12.07,10.15,8.05,22.61,22.61,5220
34,NJ,7046,23.12,7.04,5.03,5.03,17.09,42.71,1990
34,NJ,7047,42.16,25.92,14.49,7.4,8.15,1.88,29200
34,NJ,7050,47.51,31.25,12.12,4.91,3.71,0.49,14270
34,NJ,7052,28.38,17.98,13.1,9.63,19.61,11.3,23360
34,NJ,7054,25.31,18.39,15.81,11.74,20.9,7.87,14740
34,NJ,7055,52.24,29.37,9.73,3.64,3.67,1.35,29690
34,NJ,7057,33.56,26.61,17.8,10,10.34,1.69,5900
34,NJ,7058,24.09,14.6,12.41,9.85,22.99,16.06,2740
34,NJ,7059,24.78,12.02,8.89,7.01,18.4,28.91,7990
34,NJ,7060,43.55,28.99,12.18,6.35,7.26,1.67,20940
34,NJ,7062,39.74,26.78,13.83,8.15,9.75,1.75,6870
34,NJ,7063,40.63,28.91,13.75,7.34,8.28,1.09,6400
34,NJ,7064,33.17,21.29,15.84,11.39,15.84,2.48,2020
34,NJ,7065,32.32,24.27,17.04,10.55,13.86,1.96,14790
34,NJ,7066,24.91,15.87,14.65,10.62,25.03,8.91,8190
34,NJ,7067,27.08,16.31,14.18,11.41,24.63,6.4,9380
34,NJ,7068,21.13,13.1,12.8,11.31,23.51,18.15,3360
34,NJ,7069,23.1,12.21,9.9,7.26,20.46,27.06,3030
34,NJ,7070,24.07,17.86,15.03,10.89,21.46,10.68,9180
34,NJ,7071,28.17,22.05,17.82,11.61,16.83,3.51,11110
34,NJ,7072,29.91,22.12,16.82,11.21,16.51,3.43,3210
34,NJ,7073,28.26,21.94,17.19,12.65,16.4,3.56,5060
34,NJ,7074,36.84,26.32,13.16,9.21,11.84,2.63,1520
34,NJ,7075,23.53,17.65,15.01,11.16,24.54,8.11,4930
34,NJ,7076,23.74,13.58,12.21,9.14,22.8,18.53,11710
34,NJ,7077,29.58,22.54,15.49,11.97,18.31,2.11,1420
34,NJ,7078,21.9,6.03,4.83,3.62,12.41,51.21,5800
34,NJ,7079,22.59,13.06,10.07,7.89,20.95,25.44,7350
34,NJ,7080,28.92,19.58,15.08,11,21.25,4.17,12000
34,NJ,7081,23.51,15.79,14.04,11.23,24.21,11.23,8550
34,NJ,7082,27.37,11.93,10.18,8.42,21.75,20.35,2850
34,NJ,7083,28.88,21.21,16.02,11.5,18.88,3.51,27910
34,NJ,7086,25.1,19.51,15.47,10.66,17.56,11.7,7690
34,NJ,7087,50.69,27.29,11.43,4.9,4.68,1.01,31840
34,NJ,7088,36.93,28.98,17.61,8.52,7.95,0,1760
34,NJ,7090,21.78,9.5,8.41,6.8,20.03,33.48,13680
34,NJ,7092,21.12,10.56,9.94,8.39,25.78,24.22,3220
34,NJ,7093,45.09,24.44,12.07,6.22,8.55,3.62,29250
34,NJ,7094,23.47,17.13,14.75,11.42,23.16,10.07,9630
34,NJ,7095,28.35,20.33,16.23,11.34,18.87,4.89,10230
34,NJ,7102,45.74,26.6,12.55,5.74,5.53,3.83,4700
34,NJ,7103,55.68,27.29,10.03,4.12,2.64,0.23,12860
34,NJ,7104,49.16,30.88,11.78,4.6,3.16,0.41,22150
34,NJ,7105,50.16,25.98,12.35,6.1,4.77,0.64,18860
34,NJ,7106,47.62,30.84,12.75,5.05,3.52,0.22,13650
34,NJ,7107,54.52,30.12,9.96,3.32,2.09,0,16270
34,NJ,7108,59.34,26.62,9.29,2.81,1.94,0,10330
34,NJ,7109,33.16,26.94,17.1,10.15,11.4,1.26,19120
34,NJ,7110,24.46,18.19,15.09,11.39,23.05,7.82,14840
34,NJ,7111,48.92,30.75,12.35,4.71,3.09,0.19,25920
34,NJ,7112,49.7,31.5,11.43,4.32,2.79,0.25,11810
34,NJ,7114,57.11,27.16,9.39,3.81,2.54,0,3940
34,NJ,7201,50.69,30.15,11.23,4.62,3.08,0.23,13000
34,NJ,7202,46.61,30.06,13.45,5.59,3.98,0.31,19330
34,NJ,7203,37.13,28.64,16.35,8.49,8.49,0.9,11070
34,NJ,7204,29.57,22.75,17.83,11.45,16.09,2.32,6900
34,NJ,7205,35.3,27.1,16.86,9.44,9.71,1.59,11330
34,NJ,7206,54.55,29.79,9.78,3.67,2.22,0,13090
34,NJ,7208,42.95,28.46,13.43,6.32,7.38,1.46,15040
34,NJ,7302,13.86,12.98,14.7,13.02,26.21,19.22,25030
34,NJ,7304,43.81,28.23,12.79,6.98,6.98,1.22,22210
34,NJ,7305,43.05,26.7,13.23,6.68,8.18,2.16,30080
34,NJ,7306,38.32,23.82,15,10.34,10.57,1.95,26200
34,NJ,7307,37.06,26.01,15.9,9.13,9.83,2.07,21260
34,NJ,7310,14.45,11.05,14.73,15.16,26.91,17.71,7060
34,NJ,7311,7.14,8.93,12.5,16.07,33.93,21.43,560
34,NJ,7401,24.38,10,9.38,7.5,20.63,28.13,3200
34,NJ,7403,28.02,17.74,15.17,12.34,21.85,4.88,3890
34,NJ,7405,25.71,14.62,12.64,10,22.31,14.73,9100
34,NJ,7407,32.64,24.91,16.32,10.57,13.87,1.7,10600
34,NJ,7410,25.12,15.86,14.04,10.9,25.18,8.9,16520
34,NJ,7416,33.33,23.91,15.22,11.23,14.49,1.81,2760
34,NJ,7417,25,10.45,8.77,6.72,17.91,31.16,5360
34,NJ,7418,28.32,15.93,13.27,12.39,24.78,5.31,1130
34,NJ,7419,26.54,20.59,16.14,13.38,19.75,3.61,4710
34,NJ,7420,29.27,20.33,15.04,14.23,19.11,2.03,2460
34,NJ,7421,26.4,17.42,15.73,13.2,22.19,5.06,3560
34,NJ,7422,26.23,20.06,16.98,14.2,19.75,2.78,3240
34,NJ,7423,19.9,8.9,8.38,6.81,21.99,34.03,1910
34,NJ,7424,28.81,20.61,15.77,10.69,18.35,5.78,12810
34,NJ,7430,24.25,15.17,13.27,10.27,22.35,14.69,12660
34,NJ,7432,25.07,15.88,13.09,10.58,25.07,10.31,3590
34,NJ,7435,26.4,15.2,12.8,12,24,9.6,1250
34,NJ,7436,24.51,12.5,10.71,9.58,28.25,14.45,6160
34,NJ,7438,26.25,15.89,13.04,10.71,26.79,7.32,5600
34,NJ,7439,26.45,22.31,16.53,12.4,19.83,2.48,1210
34,NJ,7440,28.7,17.39,12.17,10.87,23.48,7.39,2300
34,NJ,7442,27.26,18.58,16.28,11.68,21.77,4.42,5650
34,NJ,7444,24.25,15.45,14.62,11.46,23.59,10.63,6020
34,NJ,7446,24.4,12.4,10.67,8.67,22.8,21.07,7500
34,NJ,7450,22.33,9.66,8.3,6.84,20.69,32.18,10970
34,NJ,7452,20.67,9.31,8.01,6.89,24.39,30.73,5370
34,NJ,7456,23.3,14.46,13.44,11.22,27.04,10.54,5880
34,NJ,7457,21.79,18.38,18.38,13.25,22.65,5.56,2340
34,NJ,7458,24.23,10.2,7.47,5.83,16.76,35.52,5490
34,NJ,7460,24.24,16.36,16.36,14.55,23.03,5.45,1650
34,NJ,7461,31.2,19.74,14.22,11.14,20.07,3.64,9070
34,NJ,7462,31.38,21.7,16.72,11.44,15.84,2.93,3410
34,NJ,7463,23.58,14.74,12.21,10.11,28.84,10.53,4750
34,NJ,7465,24.55,16.77,14.67,13.47,24.55,5.99,3340
34,NJ,7470,25.26,14.98,12.24,10.21,23.86,13.45,25570
34,NJ,7480,26.75,16.18,15.29,12.1,23.57,6.11,7850
34,NJ,7481,23.48,9.72,8.84,7.7,21.34,28.91,7920
34,NJ,7501,61.14,28.34,6.77,2.1,1.51,0.13,15210
34,NJ,7502,46.96,30.53,11.77,5.43,4.79,0.52,7730
34,NJ,7503,52.41,30.35,10.3,3.81,2.91,0.22,8930
34,NJ,7504,49.85,30.85,10.67,4.53,3.8,0.29,6840
34,NJ,7505,61.4,28.07,7.02,3.51,0,0,1140
34,NJ,7506,29.11,21.2,15.92,10.85,18.36,4.56,9860
34,NJ,7508,36.88,24.7,13.46,8.09,12.52,4.34,11740
34,NJ,7512,27.91,19.59,16.27,10.91,19.41,5.91,5410
34,NJ,7513,54.68,32.42,9.19,2.42,1.29,0,6200
34,NJ,7514,51.61,31.61,10,3.76,3.01,0,9300
34,NJ,7522,58.9,29.2,8.24,2.44,1.22,0,9830
34,NJ,7524,58.32,30.95,7.15,2.33,1.24,0,6430
34,NJ,7601,34.95,25.08,16.37,9.7,11.56,2.34,23090
34,NJ,7603,32.57,22.48,15.14,11.7,15.37,2.75,4360
34,NJ,7604,26.42,19.29,14.26,10.7,22.37,6.97,6170
34,NJ,7605,29.18,16.94,12.47,9.18,19.76,12.47,4250
34,NJ,7606,36.69,27.34,16.55,7.19,10.07,2.16,1390
34,NJ,7607,26.56,18.11,16.7,11.27,21.73,5.63,4970
34,NJ,7620,21.59,12.5,10.23,7.95,14.77,32.95,880
34,NJ,7621,31.63,20.57,14.2,10.18,18.37,5.05,13660
34,NJ,7624,26.21,13.49,10.69,8.65,20.61,20.36,3930
34,NJ,7626,24.05,13.67,11.14,10.13,21.27,19.75,3950
34,NJ,7627,23.21,11.16,8.93,6.7,20.54,29.46,2240
34,NJ,7628,28.23,18.17,14.86,10.97,23.2,4.57,8750
34,NJ,7630,24.58,13.56,12.15,9.89,26.27,13.56,3540
34,NJ,7631,34.07,22.31,13.1,8.29,12.89,9.35,14120
34,NJ,7632,20.61,11.45,9.16,9.16,19.47,30.15,2620
34,NJ,7640,22.97,10.81,10.36,8.56,25.23,22.07,2220
34,NJ,7641,22.56,10.37,9.15,7.93,20.73,29.27,1640
34,NJ,7642,26.36,11.87,10.06,8.45,26.36,16.9,4970
34,NJ,7643,34.14,24.12,17.25,10.02,12.43,2.04,5390
34,NJ,7644,37,27.89,16.5,8.64,8.8,1.18,12730
34,NJ,7645,22.91,12.65,10.74,8.83,23.63,21.24,4190
34,NJ,7646,25.96,19.3,15.79,11.46,21.29,6.2,8550
34,NJ,7647,29.29,16.32,13.39,9.62,23.01,8.37,2390
34,NJ,7648,25,16.29,12.12,8.71,21.59,16.29,2640
34,NJ,7649,21.23,12.02,10.23,8.18,24.3,24.04,3910
34,NJ,7650,42.61,23.15,13.26,7.17,10.33,3.48,9200
34,NJ,7652,25.86,15.75,12.62,9.87,22.73,13.17,12760
34,NJ,7656,24.77,13.74,11.04,9.46,25,15.99,4440
34,NJ,7657,35.3,22,14.42,9.98,14.05,4.25,5410
34,NJ,7660,31.6,23.29,15.88,10.24,15.13,3.86,6740
34,NJ,7661,23.68,14.57,12.02,10.2,26.05,13.48,5490
34,NJ,7662,27.48,19.87,16.56,12.25,19.87,3.97,3020
34,NJ,7663,26.68,21.45,15.55,12.33,19.97,4.02,7460
34,NJ,7666,28.76,17.04,13.16,10.02,19.51,11.51,19370
34,NJ,7670,24.56,10.14,9.03,6.66,17.75,31.85,6310
34,NJ,7675,25.15,13.86,11.29,9.47,23.03,17.2,13200
34,NJ,7676,22.86,13.03,11.54,10.68,27.56,14.32,4680
34,NJ,7677,23.33,9.67,8.67,6.67,18.67,33,3000
34,NJ,7701,30.1,18.65,13.21,9.45,18.33,10.25,12490
34,NJ,7702,24.51,10.78,10.29,7.84,25.49,21.08,2040
34,NJ,7704,26.16,7.89,7.17,6.81,20.07,31.9,2790
34,NJ,7711,25.3,16.87,13.25,9.64,20.48,14.46,830
34,NJ,7712,35.29,22.54,12.7,8.42,14.22,6.84,20320
34,NJ,7716,27.25,17.09,13.63,9.47,19.86,12.7,4330
34,NJ,7717,24.77,18.35,17.43,9.17,17.43,12.84,1090
34,NJ,7718,28.16,18.04,13.92,11.71,23.42,4.75,3160
34,NJ,7719,30.3,18.47,13.62,10.38,18.3,8.94,11750
34,NJ,7720,30.04,26.61,15.88,9.01,12.88,5.58,2330
34,NJ,7721,29.7,23.03,16.97,10.91,16.97,2.42,1650
34,NJ,7722,26.92,11.74,9.51,7.09,18.22,26.52,4940
34,NJ,7723,29.27,19.51,14.63,7.32,14.63,14.63,410
34,NJ,7724,30.15,20.61,14.44,9.12,18.16,7.52,11840
34,NJ,7726,27.63,15.06,11.3,9.12,23.73,13.16,22040
34,NJ,7727,28.32,18.62,13.52,9.18,20.15,10.2,3920
34,NJ,7728,32.6,17.33,12.03,8.76,19.76,9.53,27180
34,NJ,7730,28.56,17.32,13.42,11.24,23.97,5.5,8720
34,NJ,7731,30.75,17.16,12.61,10.78,23.34,5.36,19580
34,NJ,7732,28.57,20.82,16.33,11.43,15.92,6.94,2450
34,NJ,7733,23.23,11.48,9.03,7.48,21.42,27.35,7750
34,NJ,7734,39.17,24.37,14.62,9.39,11.37,1.08,5540
34,NJ,7735,32.37,22.33,15.92,11.43,16.03,1.92,9360
34,NJ,7737,30.48,16.19,13.81,10.95,20.48,8.1,2100
34,NJ,7738,26.85,9.73,8.39,7.38,25.84,21.81,2980
34,NJ,7739,23.84,10.26,8.28,7.28,23.51,26.82,3020
34,NJ,7740,42.59,24.39,12.53,7,9.8,3.68,13570
34,NJ,7746,25.53,11.37,9.48,8.58,24.64,20.4,8970
34,NJ,7747,26.89,16.3,14.01,10.72,23.53,8.56,15770
34,NJ,7748,26.65,14.37,12.43,9.63,23.85,13.07,13920
34,NJ,7750,24.29,11.86,11.86,9.6,19.77,22.6,1770
34,NJ,7751,26.4,12.79,9.15,8,24.01,19.65,9620
34,NJ,7753,33.77,23.09,15.39,10.39,14.46,2.89,20400
34,NJ,7755,30.99,16.61,11.5,10.86,22.04,7.99,3130
34,NJ,7756,31.14,22.75,15.57,8.98,14.97,6.59,1670
34,NJ,7757,28.13,14.93,12.85,9.38,21.88,12.85,2880
34,NJ,7758,28.93,16.94,14.46,11.16,22.73,5.79,2420
34,NJ,7760,25.27,11.11,8.5,6.97,16.12,32.03,4590
34,NJ,7762,27.92,16.67,14.38,9.79,18.13,13.13,4800
34,NJ,7764,29.88,15.98,13.02,10.36,21.01,9.76,3380
34,NJ,7801,41.28,27.92,12.96,7.2,9.12,1.52,12500
34,NJ,7803,27.45,21.08,16.67,13.24,19.12,2.45,2040
34,NJ,7820,30,20,20,0,30,0,100
34,NJ,7821,25.69,15.97,13.19,10.65,24.77,9.72,4320
34,NJ,7822,30.19,15.09,13.21,9.43,24.53,7.55,530
34,NJ,7823,31.96,21.21,14.88,11.85,17.36,2.75,3630
34,NJ,7825,26.95,17.82,13.59,12.25,23.39,6.01,4490
34,NJ,7826,27.06,19.8,15.18,12.54,21.12,4.29,3030
34,NJ,7827,31.69,21.31,16.94,12.02,15.3,2.73,1830
34,NJ,7828,27.22,22.78,15.98,10.21,18.2,5.62,6760
34,NJ,7830,23.64,12.46,10.54,9.27,22.36,21.73,3130
34,NJ,7832,31.35,16.76,14.59,10.27,22.16,4.86,1850
34,NJ,7834,22.5,14.13,13.04,10.87,25.22,14.24,9200
34,NJ,7836,25.09,15.92,12.46,10.03,23.7,12.8,5780
34,NJ,7838,29.41,17.06,12.94,11.18,23.53,5.88,1700
34,NJ,7840,27.89,20.33,14.38,10.64,20.47,6.29,14950
34,NJ,7843,27.63,21.19,17.29,12.71,18.31,2.88,5900
34,NJ,7847,28.26,21.74,17.39,11.96,17.39,3.26,920
34,NJ,7848,30.04,18.83,15.25,8.97,19.28,7.62,2230
34,NJ,7849,24.94,18.31,15.1,10.98,22.88,7.78,4370
34,NJ,7850,29.64,19.76,15.87,12.28,19.46,2.99,3340
34,NJ,7851,26.32,21.05,15.79,10.53,26.32,0,190
34,NJ,7852,30.65,16.08,12.06,10.55,20.6,10.05,1990
34,NJ,7853,24.46,10.91,9.09,8.1,26.94,20.5,6050
34,NJ,7856,22.48,18.22,18.6,13.18,21.71,5.81,2580
34,NJ,7857,34.68,26.01,16.76,10.4,10.98,1.16,1730
34,NJ,7860,29.28,19.22,14.39,11.56,20.55,4.99,12020
34,NJ,7863,30.39,18.63,15.69,12.75,19.61,2.94,2040
34,NJ,7865,24.8,19.2,14.4,12,20.8,8.8,1250
34,NJ,7866,25.46,17.2,13.03,11.47,25.28,7.56,11510
34,NJ,7869,24.04,13.08,10.96,8.91,22.65,20.36,12230
34,NJ,7871,25.25,11.87,10.65,9.13,26.06,17.04,9860
34,NJ,7874,27.91,18.9,15.82,11.65,21.98,3.74,4550
34,NJ,7876,25.14,13.7,12.38,11.26,27.58,9.94,5330
34,NJ,7878,24.07,14.81,16.67,14.81,24.07,5.56,540
34,NJ,7880,27.27,27.27,27.27,0,18.18,0,110
34,NJ,7882,30.43,20.34,15.01,10.38,19.35,4.49,7130
34,NJ,7885,30.68,23.05,14.43,10.95,17.74,3.15,6030
34,NJ,7901,24.26,12.22,9.44,7.41,16.02,30.65,10800
34,NJ,7920,22.5,9.61,9.99,8.01,21.21,28.68,13110
34,NJ,7921,18.78,15.38,15.38,11.76,25.11,13.57,4420
34,NJ,7922,22.41,10.87,9.51,7.98,23.6,25.64,5890
